name,position,recent_team,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,total_yards,games,pass_ypg,rush_ypg,rec_ypg,ppg,ypg,ypa,ypc,ypr,touches,ypt,comp_percentage,int_percentage,pass_td_percentage,rush_td_percentage,rec_td_percentage,total_tds,td_percentage,pr,ht,wt
Aaron Rodgers,QB,GB,2013,193,290,2536,17,6,21,117,3,0,2364,1251,108,0,30,120,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,169.44,169.44,2656,9,281.78,13.33,0,18.83,295.11,8.74,4,0,320,8.3,0.666,0.021,0.059,0,0,17,0.053,107.96,6-2,223
Aaron Rodgers,QB,GB,2014,341,520,4381,38,5,28,174,7,1,4204,2059,219,1,43,269,2,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,354.14,354.14,4650,16,273.81,16.81,0,22.13,290.62,8.43,6.26,0,563,8.26,0.656,0.01,0.073,0.047,0,40,0.071,110.5,6-2,223
Aaron Rodgers,QB,GB,2015,347,572,3821,31,8,46,314,8,4,4629,1952,173,4,58,344,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,301.24,301.24,4165,16,238.81,21.5,0,18.83,260.31,6.68,5.93,0,630,6.61,0.607,0.014,0.054,0.017,0,32,0.051,92.79,6-2,223
Aaron Rodgers,QB,GB,2016,401,610,4428,40,7,35,246,5,2,5287,2030,222,1,67,369,4,3,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,380.02,380.02,4797,16,276.75,23.06,0,23.75,299.81,7.26,5.51,0,677,7.09,0.657,0.011,0.066,0.06,0,44,0.065,103.38,6-2,223
Aaron Rodgers,QB,GB,2017,154,238,1675,16,6,22,168,1,1,1643,870,85,0,24,126,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,129.6,1801,7,239.29,18,0,18.51,257.29,7.04,5.25,0,262,6.87,0.647,0.025,0.067,0,0,16,0.061,101.96,6-2,223
Aaron Rodgers,QB,GB,2018,372,597,4442,25,2,49,353,4,3,5241,2134,200,2,43,269,2,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,312.58,312.58,4711,16,277.62,16.81,0,19.54,294.44,7.44,6.26,0,640,7.36,0.623,0.003,0.042,0.047,0,27,0.042,93.29,6-2,223
Aaron Rodgers,QB,GB,2019,353,569,4002,26,4,36,284,3,3,5006,2020,189,2,46,183,1,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,278.38,278.38,4185,16,250.12,11.44,0,17.4,261.56,7.03,3.98,0,615,6.8,0.62,0.007,0.046,0.022,0,27,0.044,92.67,6-2,223
Aaron Rodgers,QB,GB,2020,372,526,4299,48,5,20,182,1,1,4135,2248,216,0,38,149,3,3,1,15,0,1,1,-6,0,0,0,-4,-2,0,0,0.0333333350718021,-0.0144404331222177,382.26,383.26,4442,16,268.69,9.31,-0.38,23.95,277.62,8.17,3.92,-6,565,7.86,0.707,0.01,0.091,0.079,0,51,0.09,119.67,6-2,223
Aaron Rodgers,QB,GB,2021,366,531,4115,37,4,30,188,1,0,4078,2189,213,0,33,101,3,2,0,10,0,1,1,-4,0,0,0,-4,0,0,0,0.0322580635547638,-0.0112994350492954,332.3,333.3,4212,16,257.19,6.31,-0.25,20.83,263.25,7.75,3.06,-4,565,7.45,0.689,0.008,0.07,0.091,0,40,0.071,109.42,6-2,223
Aaron Rodgers,QB,GB,2022,350,542,3695,26,12,32,258,4,2,4341,1879,177,2,34,94,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,239.2,239.2,3789,17,217.35,5.53,0,14.07,222.88,6.82,2.76,0,576,6.58,0.646,0.022,0.048,0.029,0,27,0.047,94.62,6-2,223
Aaron Shea,TE,CLE,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,302,2,1,1,0,0,10,0,1.66133875027299,0,40.2,70.2,302,14,0,0,21.57,5.01,21.57,0,0,10.07,30,10.07,0,0,0,0,0.067,2,0.067,33.87,0,0
Aaron Shea,TE,CLE,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,86,0,0,0,0,0,4,0,0.693190524354577,0,8.6,22.6,86,9,0,0,9.56,2.51,9.56,0,0,6.14,14,6.14,0,0,0,0,0,0,0,33.87,0,0
Aaron Shea,TE,CLE,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,49,0,0,0,0,0,1,0,0.199057901278138,0,4.9,11.9,49,5,0,0,9.8,2.38,9.8,0,0,7,7,7,0,0,0,0,0,0,0,33.87,0,0
Aaron Shea,TE,CLE,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,0,0,0,0,0,0,0,0.144092369824648,0,0.9,2.9,9,4,0,0,2.25,0.72,2.25,0,0,4.5,2,4.5,0,0,0,0,0,0,0,33.87,0,0
Aaron Shea,TE,CLE,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,252,4,0,0,0,0,13,0,1.74539170414209,0,49.2,75.2,252,13,0,0,19.38,5.78,19.38,0,0,9.69,26,9.69,0,0,0,0,0.154,4,0.154,33.87,0,0
Aaron Shea,TE,CLE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,153,1,0,0,0,0,9,0,1.02112597972155,0,21.3,39.3,153,7,0,0,21.86,5.61,21.86,0,0,8.5,18,8.5,0,0,0,0,0.056,1,0.056,33.87,0,0
Aaron Stecker,RB,ATL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,5,5,34,0,0,0,-4,38,1,0,0.191919196397066,-0.0572271756827831,4.9,9.9,49,3,0,5,11.33,3.3,16.33,0,3,6.8,10,4.9,0,0,0,0,0,0,0,33.87,0,0
Aaron Stecker,RB,NO,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,58,244,2,1,1,10,0,29,38,174,0,0,0,0,0,8,0,1.16288281045854,0,57.8,86.8,418,14,0,17.43,12.43,6.2,29.86,0,4.21,6,87,4.8,0,0,0,0.034,0,2,0.023,33.87,0,0
Aaron Stecker,RB,NO,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,95,363,0,1,1,22,0,35,35,281,0,1,1,0,0,12,0,1.78238281235099,0,60.4,95.4,644,13,0,27.92,21.62,7.34,49.54,0,3.82,8.03,130,4.95,0,0,0,0,0,0,0,33.87,0,0
Aaron Stecker,RB,NO,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,19,19,190,0,0,0,108,82,9,0,0.724023696035147,0.451150773093104,20.1,39.1,201,7,0,1.57,27.14,5.59,28.71,0,2.75,10,23,8.74,0,0,0,0,0,0,0,33.87,0,0
Aaron Stecker,RB,NO,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,115,448,5,1,1,29,0,36,37,211,0,0,0,20,193,11,0,1.34244476258755,0.100595465861261,93.9,129.9,659,15,0,29.87,14.07,8.66,43.93,0,3.9,5.86,151,4.36,0,0,0,0.043,0,5,0.033,33.87,0,0
Aaron Stecker,RB,NO,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,2,0,9,9,52,1,0,0,9,43,2,0,0.331208799034357,0.0704866666346788,15.5,24.5,95,6,0,7.17,8.67,4.08,15.83,0,5.38,5.78,17,5.59,0,0,0,0,0.111,1,0.059,33.87,0,0
Aaron Stecker,RB,TB,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,0,0,0,3,0,1,1,15,0,0,0,0,0,0,0,0.0434782616794109,0,4.6,5.6,46,5,0,6.2,3,1.12,9.2,0,2.58,15,13,3.54,0,0,0,0,0,0,0,33.87,0,0
Aaron Stecker,RB,TB,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,24,72,1,0,0,3,0,10,13,101,1,0,0,0,0,6,0,0.417709747329354,0,29.3,39.3,173,7,0,10.29,14.43,5.61,24.71,0,3,10.1,34,5.09,0,0,0,0.042,0.1,2,0.059,33.87,0,0
Aaron Stecker,RB,TB,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,28,174,0,1,1,8,0,13,16,69,0,0,0,0,0,2,0,0.482188742607832,0,22.3,35.3,243,12,0,14.5,5.75,2.94,20.25,0,6.21,5.31,41,5.93,0,0,0,0,0,0,0,33.87,0,0
Aaron Stecker,RB,TB,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,37,125,0,0,0,6,0,9,12,48,1,0,0,0,0,2,0,0.312750017270446,0,23.3,32.3,173,12,0,10.42,4,2.69,14.42,0,3.38,5.33,46,3.76,0,0,0,0,0.111,1,0.022,33.87,0,0
Aaron Walker,TE,LA,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,68,0,0,0,34,34,4,0,0.260571485385299,0.185950012877584,6.8,11.8,68,5,0,0,13.6,2.36,13.6,0,0,13.6,5,13.6,0,0,0,0,0,0,0,33.87,6-6,252
Aaron Walker,TE,LA,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,9,4,1,0,0.0833333358168602,0.0386465359479189,1.3,3.3,13,2,0,0,6.5,1.65,6.5,0,0,6.5,2,6.5,0,0,0,0,0,0,0,33.87,6-6,252
Aaron Walker,TE,SF,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,116,1,0,0,0,0,7,0,0.421589702367783,0,17.6,25.6,116,10,0,0,11.6,2.56,11.6,0,0,14.5,8,14.5,0,0,0,0,0.125,1,0.125,33.87,6-6,252
Aaron Walker,TE,SF,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,115,0,0,0,0,0,4,0,0.423561915755272,0,11.5,21.5,115,10,0,0,11.5,2.15,11.5,0,0,11.5,10,11.5,0,0,0,0,0,0,0,33.87,6-6,252
Abdul-Karim al-Jabbar,RB,CLE,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,114,348,0,0,0,15,0,13,16,59,1,0,0,0,0,4,0,0.477983731776476,0,46.7,59.7,407,10,0,34.8,5.9,5.97,40.7,0,3.05,4.54,127,3.2,0,0,0,0,0.077,1,0.008,33.87,0,0
Abdul-Karim al-Jabbar,RB,IND,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-2,1,0,-2,0,-0.2,-2,0,-2,0,1,-2,0,0,0,0,0,0,0,33.87,0,0
Abdul-Karim al-Jabbar,RB,MIA,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,28,95,1,0,0,5,0,4,6,25,0,0,0,0,0,1,0,0.194088162854314,0,18,22,120,3,0,31.67,8.33,7.33,40,0,3.39,6.25,32,3.75,0,0,0,0.036,0,1,0.031,33.87,0,0
Ace Sanders,WR,JAX,2013,1,1,21,1,0,0,0,0,0,21,0,1,0,2,4,0,0,0,1,0,51,86,484,1,0,0,502,297,22,0,2.27579412423074,2.1385984569788,59.64,110.64,509,15,1.4,0.27,32.27,7.38,33.93,21,2,9.49,54,9.43,1,0,1,0,0.02,2,0.037,152.62,5-7,173
Ace Sanders,WR,JAX,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,55,0,0,0,26,24,1,0,0.19236590154469,0.117229577153921,5.5,11.5,55,6,0,0,9.17,1.92,9.17,0,0,9.17,6,9.17,0,0,0,0,0,0,0,33.87,5-7,173
Adam Bergen,TE,ARI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,270,1,0,0,0,0,13,0,1.10486399009824,0,33,61,270,13,0,0,20.77,4.69,20.77,0,0,9.64,28,9.64,0,0,0,0,0.036,1,0.036,33.87,6-4,265
Adam Bergen,TE,ARI,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,111,1,2,2,59,52,5,0,0.684827208518982,0.341582925990224,13.1,28.1,111,6,0,0,18.5,4.68,18.5,0,0,7.4,15,7.4,0,0,0,0,0.067,1,0.067,33.87,6-4,265
Adam Humphries,WR,TB,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,260,1,0,0,270,123,18,0,1.17809168621898,0.783258493989706,32,59,260,11,0,0,23.64,5.36,23.64,0,0,9.63,27,9.63,0,0,0,0,0.037,1,0.037,33.87,0,0
Adam Humphries,WR,TB,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,55,83,622,2,0,0,461,382,27,1,2.19250846654177,1.17243931954727,78,133,640,15,0,1.2,41.47,8.87,42.67,0,3.6,11.31,60,10.67,0,0,0,0,0.036,2,0.033,33.87,0,0
Adam Humphries,WR,TB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,61,83,631,1,1,1,543,307,34,0,2.17151422053576,1.29213830269873,67.7,128.7,637,16,0,0.38,39.44,8.04,39.81,0,6,10.34,62,10.27,0,0,0,0,0.016,1,0.016,33.87,0,0
Adam Humphries,WR,TB,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,76,105,816,5,0,0,661,415,48,0,2.75525747984648,1.56104608997703,112.7,188.7,827,16,0,0.69,51,11.79,51.69,0,5.5,10.74,78,10.6,0,0,0,0,0.066,5,0.064,33.87,0,0
Adam Humphries,WR,TEN,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,37,47,374,2,0,0,351,120,20,0,1.7172073982656,1.46668672934175,49.5,86.5,375,12,0,0.08,31.17,7.21,31.25,0,1,10.11,38,9.87,0,0,0,0,0.054,2,0.053,33.87,0,0
Adam Humphries,WR,TEN,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,228,2,0,0,335,45,11,0,1.0476662889123,1.22668150812388,34.8,57.8,228,7,0,0,32.57,8.26,32.57,0,0,9.91,23,9.91,0,0,0,0,0.087,2,0.087,33.87,0,0
Adam Humphries,WR,WAS,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,62,383,0,0,0,419,150,23,0,1.98954537138343,1.79441765323281,38.3,79.3,383,17,0,0,22.53,4.66,22.53,0,0,9.34,41,9.34,0,0,0,0,0,0,0,33.87,0,0
Adam Jennings,WR,ATL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.4,-4,1,0,-4,0,-0.4,-4,0,-4,0,1,-4,0,0,0,0,0,0,0,33.87,5-9,181
Adam Jennings,WR,ATL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,62,1,0,0,43,19,3,0,0.208696022629738,0.316756904125214,12.2,18.2,62,3,0,0,20.67,6.07,20.67,0,0,10.33,6,10.33,0,0,0,0,0.167,1,0.167,33.87,5-9,181
Adam Shaheen,TE,CHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,127,3,0,0,95,49,8,0,0.461885564029217,0.40480507700704,30.7,42.7,127,6,0,0,21.17,7.12,21.17,0,0,10.58,12,10.58,0,0,0,0,0.25,3,0.25,33.87,6-6,278
Adam Shaheen,TE,CHI,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,48,1,0,0,59,13,3,1,0.190394092351198,0.28460743278265,12.8,17.8,48,4,0,0,12,4.45,12,0,0,9.6,5,9.6,0,0,0,0,0.2,1,0.2,33.87,6-6,278
Adam Shaheen,TE,CHI,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,74,0,0,0,49,38,3,1,0.396870583295822,0.205657157115638,9.4,18.4,74,7,0,0,10.57,2.63,10.57,0,0,8.22,9,8.22,0,0,0,0,0,0,0,33.87,6-6,278
Adam Shaheen,TE,MIA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,150,3,0,0,95,105,9,0,0.63484300673008,0.389275724999607,33,45,150,13,0,0,11.54,3.46,11.54,0,0,12.5,12,12.5,0,0,0,0,0.25,3,0.25,33.87,6-6,278
Adam Shaheen,TE,MIA,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,110,0,0,0,92,41,5,0,0.43445198982954,0.348288848996162,11,23,110,7,0,0,15.71,3.29,15.71,0,0,9.17,12,9.17,0,0,0,0,0,0,0,33.87,6-6,278
Adam Thielen,WR,MIN,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,137,1,0,0,170,34,7,0,0.392043702304363,0.661227731965482,25.7,33.7,137,7,0,0,19.57,4.81,19.57,0,0,17.12,8,17.12,0,0,0,0,0.125,1,0.125,33.87,0,0
Adam Thielen,WR,MIN,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,0,0,0,4,0,12,18,144,0,0,0,174,47,5,0,0.576765732839704,0.641890693455935,23.3,35.3,233,9,0,9.89,16,3.92,25.89,0,22.25,12,16,14.56,0,0,0,0,0,0,0,33.87,0,0
Adam Thielen,WR,MIN,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,1,0,69,92,967,5,1,0,989,299,44,0,2.49489939585328,4.09080242738128,128.2,197.2,982,16,0,0.94,60.44,12.32,61.38,0,7.5,14.01,71,13.83,0,0,0,0,0.072,5,0.07,33.87,0,0
Adam Thielen,WR,MIN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,91,142,1276,4,3,2,1496,447,59,0,4.37206196784973,6.02784094214439,148.7,239.7,1287,16,0,0.69,79.75,14.98,80.44,0,11,14.02,92,13.99,0,0,0,0,0.044,4,0.043,33.87,0,0
Adam Thielen,WR,MIN,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,1,0,113,153,1373,9,1,1,1443,416,74,1,4.04956724494696,5.5360644236207,194.3,307.3,1403,16,0,1.88,85.81,19.21,87.69,0,6,12.15,118,11.89,0,0,0,0,0.08,9,0.076,33.87,0,0
Adam Thielen,WR,MIN,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,1,0,30,48,418,6,0,0,586,117,18,0,2.0160722900182,3.18533055670559,84.4,114.4,424,10,0,0.6,41.8,11.44,42.4,0,1.5,13.93,34,12.47,0,0,0,0.25,0.2,7,0.206,33.87,0,0
Adam Thielen,WR,MIN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,74,108,925,14,0,0,1239,243,52,1,3.83400720357895,5.12474483251572,180,254,940,15,0,1,61.67,16.93,62.67,0,5,12.5,77,12.21,0,0,0,0,0.189,14,0.182,33.87,0,0
Adam Thielen,WR,MIN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,67,95,726,10,1,0,903,239,37,0,2.64633310586214,3.47731646895409,132.8,199.8,728,13,0,0.15,55.85,15.37,56,0,2,10.84,68,10.71,0,0,0,0,0.149,10,0.147,33.87,0,0
Adam Thielen,WR,MIN,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,70,107,716,6,0,0,1036,152,45,1,2.91616609692574,3.9188240468502,110,180,720,17,0,0.24,42.12,10.59,42.35,0,4,10.23,71,10.14,0,0,0,0,0.086,6,0.085,33.87,0,0
Adam Trautman,TE,NO,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,171,1,0,0,64,117,9,0,0.529902884736657,0.334614427760243,23.1,38.1,171,10,0,0,17.1,3.81,17.1,0,0,11.4,15,11.4,0,0,0,0,0.067,1,0.067,33.87,6-5,255
Adam Trautman,TE,NO,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,263,2,1,1,245,111,13,0,1.40886443480849,1.02493776474148,36.3,63.3,263,11,0,0,23.91,5.75,23.91,0,0,9.74,27,9.74,0,0,0,0,0.074,2,0.074,33.87,6-5,255
Adam Trautman,TE,NO,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,207,1,0,0,118,123,9,0,0.815596235916019,0.514710108749569,26.7,44.7,207,12,0,0,17.25,3.72,17.25,0,0,11.5,18,11.5,0,0,0,0,0.056,1,0.056,33.87,6-5,255
Adimchinobe Echemandu,RB,CLE,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,8,25,0,1,1,2,0,3,4,25,0,0,0,0,0,1,0,0.133333336561918,0,3,6,50,3,0,8.33,8.33,2,16.67,0,3.12,8.33,12,4.17,0,0,0,0,0,0,0,33.87,0,0
Adimchinobe Echemandu,RB,HOU,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,20,85,0,1,1,3,0,2,2,11,0,0,0,-2,13,0,0,0.0454545468091965,-0.0056338026188314,7.6,9.6,96,5,0,17,2.2,1.92,19.2,0,4.25,5.5,22,4.36,0,0,0,0,0,0,0,33.87,0,0
Adrian Arrington,WR,NO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,79,0,0,0,87,25,3,0,0.224999994039536,0.303135901689529,7.9,14.9,79,1,0,0,79,14.9,79,0,0,11.29,7,11.29,0,0,0,0,0,0,0,33.87,6-3,203
Adrian Arrington,WR,NO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,0,0,0,36,0,2,0,0.080369845032692,0.179313100874424,3.1,5.1,31,2,0,0,15.5,2.55,15.5,0,0,15.5,2,15.5,0,0,0,0,0,0,0,33.87,6-3,203
Adrian Killins,RB,PHI,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-12,0,0,0,0,0,1,1,2,0,0,0,-4,6,0,0,0.0384615398943424,-0.0263157896697521,-1,0,-10,1,0,-12,2,0,-10,0,-12,2,2,-5,0,0,0,0,0,0,0,33.87,0,0
Adrian Madise,WR,DEN,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,2,3,10,0,0,0,0,0,0,0,0.0940170958638191,0,2,4,20,3,0,3.33,3.33,1.33,6.67,0,10,5,3,6.67,0,0,0,0,0,0,0,33.87,5-11,215
Adrian Murrell,RB,ARI,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,192,554,0,2,1,25,0,48,70,328,0,2,1,0,0,12,0,2.00668654218316,0,84.2,132.2,882,16,0,34.62,20.5,8.26,55.12,0,2.89,6.83,240,3.68,0,0,0,0,0,0,0,33.87,0,0
Adrian Murrell,RB,DAL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,28,107,0,0,0,5,0,4,4,32,0,0,0,0,0,2,0,0.119429592043161,0,13.9,17.9,139,3,0,35.67,10.67,5.97,46.33,0,3.82,8,32,4.34,0,0,0,0,0,0,0,33.87,0,0
Adrian Murrell,RB,WAS,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,0,0,0,2,0,16,22,93,0,0,0,0,0,1,0,0.553534669801593,0,13.3,29.3,133,10,0,4,9.3,2.93,13.3,0,2.11,5.81,35,3.8,0,0,0,0,0,0,0,33.87,0,0
Adrian Peterson,RB,ARI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,258,896,4,6,4,30,0,18,32,132,0,0,0,70,102,6,0,0.940062236040831,0.186125746928155,118.8,136.8,1028,12,0,74.67,11,11.4,85.67,0,3.47,7.33,276,3.72,0,0,0,0.016,0,4,0.014,33.87,5-10,214
Adrian Peterson,RB,ARI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,258,896,4,6,4,30,0,18,32,132,0,0,0,70,102,6,0,0.940062236040831,0.186125746928155,118.8,136.8,1028,12,0,74.67,11,11.4,85.67,0,3.47,7.33,276,3.72,0,0,0,0.016,0,4,0.014,33.87,6-1,217
Adrian Peterson,RB,CHI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,38,202,2,0,0,8,0,6,8,36,0,0,0,0,0,2,0,0.283780336380005,0,35.8,41.8,238,8,0,25.25,4.5,5.22,29.75,0,5.32,6,44,5.41,0,0,0,0.053,0,2,0.045,33.87,5-10,214
Adrian Peterson,RB,CHI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,38,202,2,0,0,8,0,6,8,36,0,0,0,0,0,2,0,0.283780336380005,0,35.8,41.8,238,8,0,25.25,4.5,5.22,29.75,0,5.32,6,44,5.41,0,0,0,0.053,0,2,0.045,33.87,6-1,217
Adrian Peterson,RB,CHI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,44,140,0,0,0,6,0,2,2,10,0,0,0,0,0,0,0,0.0588235296308994,0,15,17,150,6,0,23.33,1.67,2.83,25,0,3.18,5,46,3.26,0,0,0,0,0,0,0,33.87,5-10,214
Adrian Peterson,RB,CHI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,44,140,0,0,0,6,0,2,2,10,0,0,0,0,0,0,0,0.0588235296308994,0,15,17,150,6,0,23.33,1.67,2.83,25,0,3.18,5,46,3.26,0,0,0,0,0,0,0,33.87,6-1,217
Adrian Peterson,RB,CHI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,2,0,4,4,60,0,0,0,0,0,2,0,0.140476193279028,0,9.8,13.8,98,4,0,9.5,15,3.45,24.5,0,3.17,15,16,6.12,0,0,0,0,0,0,0,33.87,5-10,214
Adrian Peterson,RB,CHI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,2,0,4,4,60,0,0,0,0,0,2,0,0.140476193279028,0,9.8,13.8,98,4,0,9.5,15,3.45,24.5,0,3.17,15,16,6.12,0,0,0,0,0,0,0,33.87,6-1,217
Adrian Peterson,RB,CHI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,152,782,4,0,0,42,0,14,14,96,0,2,0,0,0,2,0,0.90240129083395,0,111.8,125.8,878,26,0,30.08,3.69,4.84,33.77,0,5.14,6.86,166,5.29,0,0,0,0.026,0,4,0.024,33.87,5-10,214
Adrian Peterson,RB,CHI,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,152,782,4,0,0,42,0,14,14,96,0,2,0,0,0,2,0,0.90240129083395,0,111.8,125.8,878,26,0,30.08,3.69,4.84,33.77,0,5.14,6.86,166,5.29,0,0,0,0.026,0,4,0.024,33.87,6-1,217
Adrian Peterson,RB,CHI,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,20,82,4,0,0,10,0,12,12,176,0,2,0,12,112,4,0,0.819510504603386,0.160933494567871,49.8,61.8,258,14,0,5.86,12.57,4.41,18.43,0,4.1,14.67,32,8.06,0,0,0,0.2,0,4,0.125,33.87,5-10,214
Adrian Peterson,RB,CHI,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,20,82,4,0,0,10,0,12,12,176,0,2,0,12,112,4,0,0.819510504603386,0.160933494567871,49.8,61.8,258,14,0,5.86,12.57,4.41,18.43,0,4.1,14.67,32,8.06,0,0,0,0.2,0,4,0.125,33.87,6-1,217
