name,position,recent_team,season,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,total_yards,games,pass_ypg,rush_ypg,rec_ypg,ppg,ypg,ypa,ypc,ypr,touches,ypt,comp_percentage,int_percentage,pass_td_percentage,rush_td_percentage,rec_td_percentage,total_tds,td_percentage,pr,ht,wt
Luke Stocker,TE,TEN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,0,0,0,9,8,0,0,0.0779220797121525,0.0414010118693113,1.2,2.2,12,2,0,0,6,1.1,6,0,0,12,1,12,0,0,0,0,0,0,0,33.87,6-5,258
Luke Stocker,TE,TEN,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,21,165,2,0,0,163,64,10,0,0.820718836039305,0.931107090786099,28.5,43.5,165,12,0,0,13.75,3.62,13.75,0,0,11,16,10.31,0,0,0,0,0.133,2,0.125,33.87,6-5,258
Luke Willson,TE,BAL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,0,0,0,13,2,0,0,0.169934641569853,0.128441805019975,1.2,2.2,12,2,0,0,6,1.1,6,0,0,12,1,12,0,0,0,0,0,0,0,33.87,0,0
Luke Willson,TE,DET,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,87,0,0,0,71,58,5,0,0.561642590910196,0.302432155236602,8.7,21.7,87,10,0,0,8.7,2.17,8.7,0,0,6.69,13,6.69,0,0,0,0,0,0,0,33.87,0,0
Luke Willson,TE,SEA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,272,1,0,0,170,178,13,0,1.05651121586561,0.696964147500694,33.2,53.2,272,12,0,0,22.67,4.43,22.67,0,0,13.6,20,13.6,0,0,0,0,0.05,1,0.05,33.87,0,0
Luke Willson,TE,SEA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,362,3,0,0,388,213,14,0,1.50439484417439,1.85595838539302,54.2,76.2,362,12,0,0,30.17,6.35,30.17,0,0,16.45,22,16.45,0,0,0,0,0.136,3,0.136,33.87,0,0
Luke Willson,TE,SEA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,213,1,0,0,211,94,11,0,0.923676693812013,0.840183981694281,27.3,44.3,213,13,0,0,16.38,3.41,16.38,0,0,12.53,17,12.53,0,0,0,0,0.059,1,0.059,33.87,0,0
Luke Willson,TE,SEA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,129,2,0,0,147,75,7,0,0.641943378373981,0.554118041880429,24.9,39.9,129,10,0,0,12.9,3.99,12.9,0,0,8.6,15,8.6,0,0,0,0,0.133,2,0.133,33.87,0,0
Luke Willson,TE,SEA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,153,4,0,0,155,90,8,0,0.659887684509158,0.438462257850915,39.3,54.3,153,13,0,0,11.77,4.18,11.77,0,0,10.2,15,10.2,0,0,0,0,0.267,4,0.267,33.87,0,0
Luke Willson,TE,SEA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,79,0,0,0,72,38,5,0,0.336106039583683,0.272937718778849,7.9,15.9,79,6,0,0,13.17,2.65,13.17,0,0,9.88,8,9.88,0,0,0,0,0,0,0,33.87,0,0
Luther Broughton,TE,CAR,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,22,0,0,0,0,0,1,0,0.0874056275933981,0,2.2,4.2,22,3,0,0,7.33,1.4,7.33,0,0,11,2,11,0,0,0,0,0,0,0,33.87,0,0
Luther Broughton,TE,PHI,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,45,295,4,0,0,0,15,18,0,1.58852525800467,0,53.5,79.5,295,16,0,0,18.44,4.97,18.44,0,0,11.35,26,11.35,0,0,0,0,0.154,4,0.154,33.87,0,0
Luther Broughton,TE,PHI,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,104,0,1,0,0,0,8,0,0.546701900660992,0,10.4,22.4,104,9,0,0,11.56,2.49,11.56,0,0,8.67,12,8.67,0,0,0,0,0,0,0,33.87,0,0
Lynell Hamilton,RB,NO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,35,125,2,0,0,12,0,5,7,48,0,0,0,-8,52,4,0,0.226467851549387,-0.169137470424175,29.3,34.3,173,5,0,25,9.6,6.86,34.6,0,3.57,9.6,40,4.32,0,0,0,0.057,0,2,0.05,33.87,0,0
Lynn Bowden,RB,MIA,2020,1,2,32,0,0,0,0,0,0,17,34,1,0,9,32,0,0,0,3,0,28,37,211,0,0,0,185,112,13,0,0.919920608401299,0.567765797488391,25.58,53.58,275,9,3.56,3.56,23.44,5.95,30.56,16,3.56,7.54,39,7.05,0.5,0,0,0,0,0,0,90.12,5-11,204
Mac Cody,WR,ARI,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,60,1,0,0,0,0,4,0,0.293494053184986,0,12,18,60,6,0,0,10,3,10,0,0,10,6,10,0,0,0,0,0.167,1,0.167,33.87,0,0
Mac Cody,WR,ARI,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,212,0,0,0,0,0,12,0,0.74913434125483,0,21.2,38.2,212,10,0,0,21.2,3.82,21.2,0,0,12.47,17,12.47,0,0,0,0,0,0,0,33.87,0,0
Mac Jones,QB,NE,2021,352,521,3801,22,13,28,241,4,2,4158,1760,177,2,44,129,0,3,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,224.94,224.94,3930,17,223.59,7.59,0,13.23,231.18,7.3,2.93,0,565,6.96,0.676,0.025,0.042,0,0,22,0.039,97.12,6-2,217
Mac Jones,QB,NE,2022,288,442,2997,14,11,34,231,3,1,3454,1436,127,1,47,102,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,170.08,170.08,3099,14,214.07,7.29,0,12.15,221.36,6.78,2.17,0,489,6.34,0.652,0.025,0.032,0.021,0,15,0.031,89.62,6-2,217
Macey Brooks,WR,CHI,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,14,27,160,0,0,0,0,0,10,0,0.64999008923769,0,16.7,30.7,167,9,0,0.78,17.78,3.41,18.56,0,7,11.43,15,11.13,0,0,0,0,0,0,0,33.87,0,0
Macey Brooks,WR,CHI,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,50,216,0,0,0,0,0,8,0,1.49378928355873,0,21.6,47.6,216,15,0,0,14.4,3.17,14.4,0,0,8.31,26,8.31,0,0,0,0,0,0,0,33.87,0,0
Mack Brown,RB,WAS,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,8,82,1,0,0,1,0,1,1,-2,0,0,0,-3,1,0,0,0.0384615398943424,-0.00900900922715664,14,15,80,1,0,82,-2,15,80,0,10.25,-2,9,8.89,0,0,0,0.125,0,1,0.111,33.87,0,0
Mack Brown,RB,WAS,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,1,0,1,1,11,0,0,0,2,9,1,0,0.0277777779847384,0.00722021656110883,4,5,40,2,0,14.5,5.5,2.5,20,0,3.62,11,9,4.44,0,0,0,0,0,0,0,33.87,0,0
Mack Hollins,WR,LV,2022,1,1,4,0,0,0,0,0,0,-6,10,0,0,4,40,0,0,0,2,0,57,94,690,4,0,0,1192,196,34,0,2.86221958883107,3.80743592325598,97.16,154.16,734,17,0.24,2.35,40.59,9.07,43.18,4,10,12.11,62,11.84,1,0,0,0,0.07,4,0.065,77.62,6-4,221
Mack Hollins,WR,MIA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0.0285714287310839,0.102484472095966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,6-4,221
Mack Hollins,WR,MIA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,176,1,1,1,240,29,7,0,0.687669513747096,0.961006986908615,21.6,37.6,176,9,0,0,19.56,4.18,19.56,0,0,11,16,11,0,0,0,0,0.062,1,0.062,33.87,6-4,221
Mack Hollins,WR,MIA,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,223,4,0,0,429,37,11,0,0.774057645350695,1.70435132086277,46.3,60.3,223,13,0,0,17.15,4.64,17.15,0,0,15.93,14,15.93,0,0,0,0,0.286,4,0.286,33.87,6-4,221
Mack Hollins,WR,PHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,226,1,0,0,277,43,8,0,0.632521312683821,0.869515350088477,28.6,44.6,226,11,0,0,20.55,4.05,20.55,0,0,14.12,16,14.12,0,0,0,0,0.062,1,0.062,33.87,6-4,221
Mack Hollins,WR,PHI,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,125,0,0,0,270,33,7,0,0.589541845023632,0.724071688018739,12.5,22.5,125,7,0,0,17.86,3.21,17.86,0,0,12.5,10,12.5,0,0,0,0,0,0,0,33.87,6-4,221
Madre Hill,RB,LV,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,0,0
Malcolm Brown,RB,LA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,1,0,1,1,-2,0,0,0,-5,3,0,0,0.0263157896697521,-0.0136612020432949,1.5,2.5,15,1,0,17,-2,2.5,15,0,4.25,-2,5,3,0,0,0,0,0,0,0,33.87,5-11,224
Malcolm Brown,RB,LA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,0,1,1,1,0,3,3,46,0,0,0,4,42,2,0,0.0894009210169315,0.0136773670092225,6.5,9.5,85,8,0,4.88,5.75,1.19,10.62,0,2.17,15.33,21,4.05,0,0,0,0,0,0,0,33.87,5-11,224
Malcolm Brown,RB,LA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,63,246,1,1,0,10,0,9,11,53,0,0,0,-9,59,3,0,0.32961380854249,-0.0488769336370751,41.9,50.9,299,11,0,22.36,4.82,4.63,27.18,0,3.9,5.89,72,4.15,0,0,0,0.016,0,1,0.014,33.87,5-11,224
Malcolm Brown,RB,LA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,43,212,0,0,0,10,0,5,7,52,1,0,0,18,39,2,1,0.216673651710153,0.0602275305427611,34.4,39.4,264,10,0,21.2,5.2,3.94,26.4,0,4.93,10.4,48,5.5,0,0,0,0,0.2,1,0.021,33.87,5-11,224
Malcolm Brown,RB,LA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,69,255,5,0,0,16,0,2,6,16,0,0,0,0,7,0,0,0.149494501762092,0.00350425252690911,57.1,59.1,271,13,0,19.62,1.23,4.55,20.85,0,3.7,8,71,3.82,0,0,0,0.072,0,5,0.07,33.87,5-11,224
Malcolm Brown,RB,LA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,101,419,5,0,0,28,0,23,33,162,0,1,1,-5,178,9,0,0.979848109185696,-0.0883471635170281,86.1,109.1,581,16,0,26.19,10.12,6.82,36.31,0,4.15,7.04,124,4.69,0,0,0,0.05,0,5,0.04,33.87,5-11,224
Malcolm Brown,RB,LA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,18,81,1,0,0,3,0,5,6,37,0,0,0,-2,37,2,0,0.215257421135902,-0.0329175544902682,17.8,22.8,118,7,0,11.57,5.29,3.26,16.86,0,4.5,7.4,23,5.13,0,0,0,0.056,0,1,0.043,33.87,5-11,224
Malcolm Brown,RB,MIA,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,33,125,1,0,0,6,0,3,5,10,0,0,0,-2,8,0,0,0.122163120657206,-0.00765378540381789,19.5,22.5,135,6,0,20.83,1.67,3.75,22.5,0,3.79,3.33,36,3.75,0,0,0,0.03,0,1,0.028,33.87,5-11,224
Malcolm Johnson,RB,CLE,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,4,20,0,0,0.203418808057904,0.0184231898747385,1.5,5.5,15,5,0,0,3,1.1,3,0,0,3.75,4,3.75,0,0,0,0,0,0,0,33.87,0,0
Malcolm Johnson,RB,CLE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,5,7,44,0,0,0,-1,53,2,0,0.222642214968801,-0.0245188297703862,2.6,7.6,46,5,0,0.4,8.8,1.52,9.2,0,2,8.8,6,7.67,0,0,0,0,0,0,0,33.87,0,0
Malcolm Johnson,WR,PIT,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,23,0,0,0,0,0,2,0,0.221250798553228,0,2.3,4.3,23,3,0,0,7.67,1.43,7.67,0,0,11.5,2,11.5,0,0,0,0,0,0,0,33.87,0,0
Malcolm Johnson,WR,PIT,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.258461814373732,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.87,0,0
Malcolm Kelly,WR,WAS,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,0,0,0,13,5,1,0,0.175000004470348,0.133643917739391,1.8,4.8,18,3,0,0,6,1.6,6,0,0,6,3,6,0,0,0,0,0,0,0,33.87,6-4,224
Malcolm Kelly,WR,WAS,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,347,0,0,0,509,176,15,0,1.21915744617581,2.13232037611306,34.7,59.7,347,15,0,0,23.13,3.98,23.13,0,0,13.88,25,13.88,0,0,0,0,0,0,0,33.87,6-4,224
Malcolm Mitchell,WR,NE,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,401,4,0,0,498,167,23,0,1.31683067977428,1.88199464976788,64.1,96.1,401,12,0,0,33.42,8.01,33.42,0,0,12.53,32,12.53,0,0,0,0,0.125,4,0.125,33.87,6-0,198
Malcolm Perry,RB,MIA,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,9,13,92,1,0,0,114,33,4,0,0.388452991843224,0.323029412887991,15.7,24.7,97,8,0,0.62,11.5,3.09,12.12,0,1.67,10.22,12,8.08,0,0,0,0,0.111,1,0.083,33.87,5-9,186
Malcom Floyd,WR,LAC,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,49,1,0,0,0,0,2,0,0.442528739571571,0,10.9,13.9,49,2,0,0,24.5,6.95,24.5,0,0,16.33,3,16.33,0,0,0,0,0.333,1,0.333,33.87,0,0
Malcom Floyd,WR,LAC,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,210,3,0,0,164,46,9,0,0.730436220765114,1.17296806536615,39,54,210,9,0,0,23.33,6,23.33,0,0,14,15,14,0,0,0,0,0.2,3,0.2,33.87,0,0
Malcom Floyd,WR,LAC,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,97,0,0,0,88,9,4,0,0.375382915139198,0.830979242920876,9.7,16.7,97,4,0,0,24.25,4.18,24.25,0,0,13.86,7,13.86,0,0,0,0,0,0,0,33.87,0,0
Malcom Floyd,WR,LAC,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,465,4,0,0,418,47,21,0,1.29447617381811,3.22957513481379,70.5,97.5,465,9,0,0,51.67,10.83,51.67,0,0,17.22,27,17.22,0,0,0,0,0.148,4,0.148,33.87,0,0
Malcom Floyd,WR,LAC,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,76,776,1,0,0,1284,121,36,0,2.37635219842196,4.06520132021979,83.6,128.6,776,16,0,0,48.5,8.04,48.5,0,0,17.24,45,17.24,0,0,0,0,0.022,1,0.022,33.87,0,0
Malcom Floyd,WR,LAC,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,77,717,6,1,0,1343,110,33,0,2.26136627420783,4.20854646712542,107.7,144.7,717,11,0,0,65.18,13.15,65.18,0,0,19.38,37,19.38,0,0,0,0,0.162,6,0.162,33.87,0,0
Malcom Floyd,WR,LAC,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,70,856,5,0,0,1153,181,41,0,2.07534527406097,3.75461351871491,115.6,158.6,856,12,0,0,71.33,13.22,71.33,0,0,19.91,43,19.91,0,0,0,0,0.116,5,0.116,33.87,0,0
Malcom Floyd,WR,LAC,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,85,814,5,0,0,1237,98,47,0,2.484649553895,5.05456835031509,111.4,167.4,814,14,0,0,58.14,11.96,58.14,0,0,14.54,56,14.54,0,0,0,0,0.089,5,0.089,33.87,0,0
Malcom Floyd,WR,LAC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,149,0,0,0,177,12,5,0,0.311904773116112,0.546746760606766,14.9,20.9,149,2,0,0,74.5,10.45,74.5,0,0,24.83,6,24.83,0,0,0,0,0,0,0,33.87,0,0
Malcom Floyd,WR,LAC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,92,856,6,0,0,1568,124,39,0,2.59746341593564,5.16424944996834,121.6,173.6,856,16,0,0,53.5,10.85,53.5,0,0,16.46,52,16.46,0,0,0,0,0.115,6,0.115,33.87,0,0
Malcom Floyd,WR,LAC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,69,561,3,1,1,1387,86,19,0,1.63039933331311,4.5327735543251,72.1,102.1,561,15,0,0,37.4,6.81,37.4,0,0,18.7,30,18.7,0,0,0,0,0.1,3,0.1,33.87,0,0
Malik Davis,RB,DAL,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,38,161,1,0,0,6,0,6,7,63,0,0,0,-7,65,5,0,0.225703567266464,-0.0451556378975511,28.4,34.4,224,6,0,26.83,10.5,5.73,37.33,0,4.24,10.5,44,5.09,0,0,0,0.026,0,1,0.023,33.87,0,0
Malik Taylor,WR,GB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,5,6,66,1,0,0,40,47,4,0,0.178950414061546,0.123495492618531,13.5,18.5,75,6,0,1.5,11,3.08,12.5,0,9,13.2,6,12.5,0,0,0,0,0.2,1,0.167,33.87,0,0
Malik Taylor,WR,GB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,0,0,0,30,8,1,0,0.0909090936183929,0.0906344428658485,1.4,3.4,14,1,0,0,14,3.4,14,0,0,7,2,7,0,0,0,0,0,0,0,33.87,0,0
Malik Turner,WR,DAL,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,149,3,0,0,149,74,8,0,0.403015183284879,0.397878648713231,32.9,44.9,149,7,0,0,21.29,6.41,21.29,0,0,12.42,12,12.42,0,0,0,0,0.25,3,0.25,33.87,0,0
Malik Turner,WR,SEA,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,0,0,0,11,14,1,0,0.130252104252577,0.0251944418996573,2,4,20,2,0,0,10,2,10,0,0,10,2,10,0,0,0,0,0,0,0,33.87,0,0
Malik Turner,WR,SEA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,245,1,0,0,264,101,10,0,0.72041742503643,0.852466807700694,30.5,45.5,245,10,0,0,24.5,4.55,24.5,0,0,16.33,15,16.33,0,0,0,0,0.067,1,0.067,33.87,0,0
Malik Willis,QB,TEN,2022,31,61,276,0,3,10,49,1,0,492,150,11,0,27,123,1,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34,19.34,399,7,39.43,17.57,0,2.76,57,4.52,4.56,0,88,4.53,0.508,0.049,0,0.037,0,1,0.011,57.54,6-1,219
Manase Tonga,RB,LV,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,3,4,18,0,0,0,6,15,1,0,0.147161176428199,0.0205186742823571,3,6,30,3,0,4,6,2,10,0,12,6,4,7.5,0,0,0,0,0,0,0,33.87,0,0
Manuel Johnson,WR,DAL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,52,0,0,0,0.187027024105191,0.327719412744045,0.6,1.6,6,2,0,0,3,0.8,3,0,0,6,1,6,0,0,0,0,0,0,0,33.87,5-11,189
MarQueis Gray,TE,BUF,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,118,0,0,0,38,80,3,0,0.292498674243689,0.185231231153011,11.8,19.8,118,5,0,0,23.6,3.96,23.6,0,0,14.75,8,14.75,0,0,0,0,0,0,0,33.87,6-3,240
MarQueis Gray,TE,BUF,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,-1,3,0,0,0.0238095242530108,-0.00249376567080617,0.2,1.2,2,1,0,0,2,1.2,2,0,0,2,1,2,0,0,0,0,0,0,0,33.87,6-3,240
MarQueis Gray,TE,CLE,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,0,0,3,0,2,9,8,0,0,0,77,6,0,0,0.225580722093582,0.230593900661916,5.1,7.1,51,8,0,5.38,1,0.89,6.38,0,7.17,4,8,6.38,0,0,0,0,0,0,0,33.87,6-3,240
MarQueis Gray,TE,MIA,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,174,0,0,0,124,69,7,0,0.665669342502952,0.624355039093643,17.4,31.4,174,8,0,0,21.75,3.92,21.75,0,0,12.43,14,12.43,0,0,0,0,0,0,0,33.87,6-3,240
MarQueis Gray,TE,MIA,2017,0,1,0,0,0,0,0,0,0,5,0,0,0,5,14,0,0,0,3,0,1,3,10,0,0,0,15,9,1,0,0.0956510826945305,0.0359487931709737,2.4,3.4,24,6,0,2.33,1.67,0.57,4,0,2.8,10,7,3.43,0,0,0,0,0,0,0,33.87,6-3,240
MarQueis Gray,TE,MIN,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,0,0,0,8,10,1,0,0.0454545468091965,0.0216216221451759,1.6,2.6,16,1,0,0,16,2.6,16,0,0,16,1,16,0,0,0,0,0,0,0,33.87,6-3,240
MarTay Jenkins,WR,ARI,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,0,16,38,212,0,0,0,0,0,10,0,1.09048578701913,0,26.8,42.8,208,16,0,-0.25,13.25,2.68,13,0,-4,13.25,17,12.24,0,0,0,0,0,0,0,33.87,0,0
MarTay Jenkins,WR,ARI,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,32,54,518,3,0,0,0,0,25,0,1.65782988071442,0,70.2,102.2,522,13,0,0.31,39.85,7.86,40.15,0,1.33,16.19,35,14.91,0,0,0,0,0.094,3,0.086,33.87,0,0
MarTay Jenkins,WR,ARI,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,21,43,250,1,0,0,0,0,13,0,1.26952790468931,0,37.6,58.6,256,7,0,0.86,35.71,8.37,36.57,0,2,11.9,24,10.67,0,0,0,0,0.048,1,0.042,33.87,0,0
Marc Boerigter,WR,KC,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,420,8,0,0,0,0,17,0,1.29613933153451,0,90,110,420,11,0,0,38.18,10,38.18,0,0,21,20,21,0,0,0,0,0.4,8,0.4,33.87,0,0
Marc Boerigter,WR,KC,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,158,0,0,0,0,0,8,0,0.735235812142491,0,15.8,26.8,158,13,0,0,12.15,2.06,12.15,0,0,14.36,11,14.36,0,0,0,0,0,0,0,33.87,0,0
Marc Boerigter,WR,KC,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,119,0,0,0,0,0,5,1,0.405179508030415,0,13.9,21.9,119,5,0,0,23.8,4.38,23.8,0,0,14.88,8,14.88,0,0,0,0,0,0,0,33.87,0,0
Marc Bulger,QB,LA,2002,138,214,1826,14,6,12,102,1,1,0,0,86,0,12,-13,1,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0.0270270276814699,0,118.04,119.04,1816,7,260.86,-1.86,0.43,17.01,259.43,8.53,-1.08,3,227,8,0.645,0.028,0.065,0.083,0,15,0.066,107.33,6-2,208
Marc Bulger,QB,LA,2003,336,532,3845,22,22,37,288,7,6,0,0,193,0,29,75,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,217.3,217.3,3920,15,256.33,5,0,14.49,261.33,7.23,2.59,0,561,6.99,0.632,0.041,0.041,0.138,0,26,0.046,92.83,6-2,208
Marc Bulger,QB,LA,2004,321,485,3964,21,14,41,302,5,4,0,0,180,1,19,89,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,235.46,235.46,4053,14,283.14,6.36,0,16.82,289.5,8.17,4.68,0,504,8.04,0.662,0.029,0.043,0.158,0,24,0.048,99.92,6-2,208
Marc Bulger,QB,LA,2005,192,287,2297,14,9,26,192,2,1,0,0,109,0,9,29,0,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0.025000000372529,0,128.88,129.88,2327,8,287.12,3.62,0.12,16.24,290.88,8,3.22,1,297,7.84,0.669,0.031,0.049,0,0,14,0.047,101.79,6-2,208
Marc Bulger,QB,LA,2006,370,588,4301,24,8,49,366,4,2,5291,1618,211,1,18,44,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,252.44,252.44,4345,16,268.81,2.75,0,15.78,271.56,7.31,2.44,0,606,7.17,0.629,0.014,0.041,0,0,24,0.04,92.92,6-2,208
Marc Bulger,QB,LA,2007,221,378,2392,11,15,37,269,4,3,3298,733,128,0,9,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.98,104.98,2405,12,199.33,1.08,0,8.75,200.42,6.33,1.44,0,387,6.21,0.585,0.04,0.029,0,0,11,0.028,81.17,6-2,208
Marc Bulger,QB,LA,2008,252,441,2727,11,13,38,263,4,3,3797,1179,121,0,14,41,0,1,1,3,0,2,2,17,0,0,0,17,0,0,0,0.077027028426528,0.089111315086484,124.88,126.88,2785,15,181.8,2.73,1.13,8.46,185.67,6.18,2.93,8.5,457,6.09,0.571,0.029,0.025,0,0,11,0.024,78.04,6-2,208
